ID,Rating,Review Date,Location,Username,Member,RAND,Gender,Review,Fit Feedback,Comfort Feedback,Recommend Feedback,Title,IsPromoReview,Subtitle,ColorDescription,FullPrice,Discounted,EmployeePrice,CurrentPrice,IsLaunch,Pid,IS_BEST_SELLER,IS_IN_STOCK
613,5,21-Jul-20,"IL, US",Eggmma,Yes,0.697215689,Female,"Amazing shoes
These shoes are so comfortable and go with everything. They came so quickly too! Love them
Eggmma
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
614,4,21-Jul-20,"IL, US",everly,Yes,0.090454381,Female,"Nice!
 The shoes are very nice! The sizing chart is accurate and they look great. They are a little heavier than i expected, but all in all i really like them. My shoes were shipped out only a few hours after ordering and i received them days earlier than expected!
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
everly
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
615,5,18-Jul-20,"IL, US",Izzie96,Yes,0.313138411,Male,"The next most popular shoe ever
Super comfy stylish shoe! I feel like I can wear them with literally anything.
Izzie96
Jul 18, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
616,5,15-Jul-20,"IL, US",xiomara,Yes,0.648983184,Female,"so cute
 I am a size 9 in women’s and bought the 7.5 fits perfect.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
xiomara
Jul 15, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
617,5,23-Jun-20,"CA, US",kyliem509497105,Yes,0.103473363,Female,"excellent shoe / read if considering purchase
it's stitching is very precise with a vintage look to it. upon receiving, it needs time to break in because it may be difficult to put your foot into the shoe and it's a bit tight around the ankle but it will become way more comfortable over time. do not be alarmed if it feels somewhat uncomfortable on the first wear, that's normal. the shoes match with pretty much every single outfit, a very… Read More
kyliem509497105
Jun 23, 2020
Location
CA, US
7
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
618,3,5-Jun-20,"IL, US",Guest,No,0.105384926,Prefer not to say,"How comfortable was this product?:Average
The shoe is okay!
If you want to buy this shoe and have wide feet I would recommend going up a half size. Instead of a 6.5 I ended up getting a 7. You do have to unlace them a lot to get your foot in because they are a narrow, but I do love the look of the shoe.
Jun 5, 2020
Verified Purchaser
13
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
619,4,27-May-20,"WA, US",HazelKim,Yes,0.926579367,Female,"cute old school
These are definitely streetwear and you probably have to break these in. I'm not complaining as I stated, THESE ARE CUTE and worth the extra work. There is a break-in time needed and thats why I didn't rate these sneakers a perfect score. I would buy these again.
H
May 27, 2020
Verified Purchaser
Location
Seattle, WA, US
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
620,5,20-May-20,"OR, US",LoryGainsville,Yes,0.983842004,Male,"Love these sneakers
I love Nike because their shoes are always true to size. These sneakers fit me perfectly and I get many compliments. The only thing that bothered me at first was that the material was stiff around the ankle, but as you wear them more the material loosens up.
L
May 20, 2020
Verified Purchaser
Location
US
3
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
621,5,13-May-20,"IL, US",missmusician,Yes,0.576889108,Prefer not to say,"Comfortable and stylish!
 I'm a huge fan of Nike Blazer shoes and have been through two pairs of the low tops. To mix things up, I ordered the high tops and am absolutely in love! I was worried they might look clownish because of my larger feet (10.5), but I was surprised to find that they are comfortable and sleek. Can't wait to pair with cropped denim and long skirts.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
missmusician
May 13, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
622,4,28-Apr-20,"IL, US",Diyannadawn,Yes,0.96010264,Female,"Classic kicks
 High quality (but stiff) leather, and true to size. Be patient with these as far as breaking them in and lacing them according to your comfort. The leather around the ankle is pretty rigid at first, but the more you wear them the better this gets. They look great with literally everything...floral midi...sweat pants...etc.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Diyannadawn
Apr 28, 2020
Originally posted at Nordstrom
3
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
623,5,21-Jul-20,"IL, US",Bindi,Yes,0.957343789,Female,"Vintage Blazer mid
Perfect fit and fast delivery, amazing quality. Will buy more
Bindi
Jul 21, 2020
Originally posted at Hibbett Sports
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
624,5,21-Jul-20,"IL, US",Eggmma,Yes,0.344093371,Female,"Amazing shoes
These shoes are so comfortable and go with everything. They came so quickly too! Love them
Eggmma
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
625,4,21-Jul-20,"IL, US",everly,Yes,0.731099293,Female,"Nice!
 The shoes are very nice! The sizing chart is accurate and they look great. They are a little heavier than i expected, but all in all i really like them. My shoes were shipped out only a few hours after ordering and i received them days earlier than expected!
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
everly
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
626,5,18-Jul-20,"IL, US",Izzie96,Yes,0.954634117,Male,"The next most popular shoe ever
Super comfy stylish shoe! I feel like I can wear them with literally anything.
Izzie96
Jul 18, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
627,5,15-Jul-20,"IL, US",xiomara,Yes,0.81523332,Prefer not to say,"so cute
 I am a size 9 in women’s and bought the 7.5 fits perfect.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
xiomara
Jul 15, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
628,5,23-Jun-20,"CA, US",kyliem509497105,Yes,0.079462125,Female,"excellent shoe / read if considering purchase
it's stitching is very precise with a vintage look to it. upon receiving, it needs time to break in because it may be difficult to put your foot into the shoe and it's a bit tight around the ankle but it will become way more comfortable over time. do not be alarmed if it feels somewhat uncomfortable on the first wear, that's normal. the shoes match with pretty much every single outfit, a very… Read More
kyliem509497105
Jun 23, 2020
Location
CA, US
7
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
629,3,5-Jun-20,"IL, US",Guest,No,0.553692424,Prefer not to say,"How comfortable was this product?:Average
The shoe is okay!
If you want to buy this shoe and have wide feet I would recommend going up a half size. Instead of a 6.5 I ended up getting a 7. You do have to unlace them a lot to get your foot in because they are a narrow, but I do love the look of the shoe.
Jun 5, 2020
Verified Purchaser
13
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
630,4,27-May-20,"WA, US",HazelKim,Yes,0.360883836,Female,"cute old school
These are definitely streetwear and you probably have to break these in. I'm not complaining as I stated, THESE ARE CUTE and worth the extra work. There is a break-in time needed and thats why I didn't rate these sneakers a perfect score. I would buy these again.
H
May 27, 2020
Verified Purchaser
Location
Seattle, WA, US
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
631,5,20-May-20,"OR, US",LoryGainsville,Yes,0.177794824,Female,"Love these sneakers
I love Nike because their shoes are always true to size. These sneakers fit me perfectly and I get many compliments. The only thing that bothered me at first was that the material was stiff around the ankle, but as you wear them more the material loosens up.
L
May 20, 2020
Verified Purchaser
Location
US
3
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
632,5,13-May-20,"IL, US",missmusician,Yes,0.413354838,Female,"Comfortable and stylish!
 I'm a huge fan of Nike Blazer shoes and have been through two pairs of the low tops. To mix things up, I ordered the high tops and am absolutely in love! I was worried they might look clownish because of my larger feet (10.5), but I was surprised to find that they are comfortable and sleek. Can't wait to pair with cropped denim and long skirts.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
missmusician
May 13, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
633,4,28-Apr-20,"IL, US",Diyannadawn,Yes,0.972910721,Female,"Classic kicks
 High quality (but stiff) leather, and true to size. Be patient with these as far as breaking them in and lacing them according to your comfort. The leather around the ankle is pretty rigid at first, but the more you wear them the better this gets. They look great with literally everything...floral midi...sweat pants...etc.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Diyannadawn
Apr 28, 2020
Originally posted at Nordstrom
3
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
634,5,21-Jul-20,"IL, US",Bindi,Yes,0.124125224,Female,"Vintage Blazer mid
Perfect fit and fast delivery, amazing quality. Will buy more
Bindi
Jul 21, 2020
Originally posted at Hibbett Sports
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
635,5,21-Jul-20,"IL, US",Eggmma,Yes,0.319499172,Female,"Amazing shoes
These shoes are so comfortable and go with everything. They came so quickly too! Love them
Eggmma
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
636,4,21-Jul-20,"IL, US",everly,Yes,0.398803128,Female,"Nice!
 The shoes are very nice! The sizing chart is accurate and they look great. They are a little heavier than i expected, but all in all i really like them. My shoes were shipped out only a few hours after ordering and i received them days earlier than expected!
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
everly
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
637,5,18-Jul-20,"IL, US",Izzie96,Yes,0.061721502,Male,"The next most popular shoe ever
Super comfy stylish shoe! I feel like I can wear them with literally anything.
Izzie96
Jul 18, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
638,5,15-Jul-20,"IL, US",xiomara,Yes,0.293512427,Prefer not to say,"so cute
 I am a size 9 in women’s and bought the 7.5 fits perfect.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
xiomara
Jul 15, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
639,5,23-Jun-20,"CA, US",kyliem509497105,Yes,0.21854648,Female,"excellent shoe / read if considering purchase
it's stitching is very precise with a vintage look to it. upon receiving, it needs time to break in because it may be difficult to put your foot into the shoe and it's a bit tight around the ankle but it will become way more comfortable over time. do not be alarmed if it feels somewhat uncomfortable on the first wear, that's normal. the shoes match with pretty much every single outfit, a very… Read More
kyliem509497105
Jun 23, 2020
Location
CA, US
7
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
640,3,5-Jun-20,"IL, US",Guest,No,0.422709099,Male,"How comfortable was this product?:Average
The shoe is okay!
If you want to buy this shoe and have wide feet I would recommend going up a half size. Instead of a 6.5 I ended up getting a 7. You do have to unlace them a lot to get your foot in because they are a narrow, but I do love the look of the shoe.
Jun 5, 2020
Verified Purchaser
13
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
641,4,27-May-20,"WA, US",HazelKim,Yes,0.245524866,Female,"cute old school
These are definitely streetwear and you probably have to break these in. I'm not complaining as I stated, THESE ARE CUTE and worth the extra work. There is a break-in time needed and thats why I didn't rate these sneakers a perfect score. I would buy these again.
H
May 27, 2020
Verified Purchaser
Location
Seattle, WA, US
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
642,5,20-May-20,"OR, US",LoryGainsville,Yes,0.988076215,Prefer not to say,"Love these sneakers
I love Nike because their shoes are always true to size. These sneakers fit me perfectly and I get many compliments. The only thing that bothered me at first was that the material was stiff around the ankle, but as you wear them more the material loosens up.
L
May 20, 2020
Verified Purchaser
Location
US
3
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
643,5,13-May-20,"IL, US",missmusician,Yes,0.712911694,Prefer not to say,"Comfortable and stylish!
 I'm a huge fan of Nike Blazer shoes and have been through two pairs of the low tops. To mix things up, I ordered the high tops and am absolutely in love! I was worried they might look clownish because of my larger feet (10.5), but I was surprised to find that they are comfortable and sleek. Can't wait to pair with cropped denim and long skirts.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
missmusician
May 13, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
644,4,28-Apr-20,"IL, US",Diyannadawn,Yes,0.365624728,Female,"Classic kicks
 High quality (but stiff) leather, and true to size. Be patient with these as far as breaking them in and lacing them according to your comfort. The leather around the ankle is pretty rigid at first, but the more you wear them the better this gets. They look great with literally everything...floral midi...sweat pants...etc.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Diyannadawn
Apr 28, 2020
Originally posted at Nordstrom
3
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
645,5,21-Jul-20,"IL, US",Bindi,Yes,0.872310423,Female,"Vintage Blazer mid
Perfect fit and fast delivery, amazing quality. Will buy more
Bindi
Jul 21, 2020
Originally posted at Hibbett Sports
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
646,5,21-Jul-20,"IL, US",Eggmma,Yes,0.474177496,Female,"Amazing shoes
These shoes are so comfortable and go with everything. They came so quickly too! Love them
Eggmma
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
647,4,21-Jul-20,"IL, US",everly,Yes,0.440475066,Female,"Nice!
 The shoes are very nice! The sizing chart is accurate and they look great. They are a little heavier than i expected, but all in all i really like them. My shoes were shipped out only a few hours after ordering and i received them days earlier than expected!
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
everly
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
648,5,18-Jul-20,"IL, US",Izzie96,Yes,0.360707727,Male,"The next most popular shoe ever
Super comfy stylish shoe! I feel like I can wear them with literally anything.
Izzie96
Jul 18, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
649,5,15-Jul-20,"IL, US",xiomara,Yes,0.067362706,Prefer not to say,"so cute
 I am a size 9 in women’s and bought the 7.5 fits perfect.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
xiomara
Jul 15, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
650,5,23-Jun-20,"CA, US",kyliem509497105,Yes,0.120802318,Female,"excellent shoe / read if considering purchase
it's stitching is very precise with a vintage look to it. upon receiving, it needs time to break in because it may be difficult to put your foot into the shoe and it's a bit tight around the ankle but it will become way more comfortable over time. do not be alarmed if it feels somewhat uncomfortable on the first wear, that's normal. the shoes match with pretty much every single outfit, a very… Read More
kyliem509497105
Jun 23, 2020
Location
CA, US
7
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
651,3,5-Jun-20,"IL, US",Guest,No,0.797025445,Male,"How comfortable was this product?:Average
The shoe is okay!
If you want to buy this shoe and have wide feet I would recommend going up a half size. Instead of a 6.5 I ended up getting a 7. You do have to unlace them a lot to get your foot in because they are a narrow, but I do love the look of the shoe.
Jun 5, 2020
Verified Purchaser
13
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
652,4,27-May-20,"WA, US",HazelKim,Yes,0.074267681,Female,"cute old school
These are definitely streetwear and you probably have to break these in. I'm not complaining as I stated, THESE ARE CUTE and worth the extra work. There is a break-in time needed and thats why I didn't rate these sneakers a perfect score. I would buy these again.
H
May 27, 2020
Verified Purchaser
Location
Seattle, WA, US
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
653,5,20-May-20,"OR, US",LoryGainsville,Yes,0.912235524,Male,"Love these sneakers
I love Nike because their shoes are always true to size. These sneakers fit me perfectly and I get many compliments. The only thing that bothered me at first was that the material was stiff around the ankle, but as you wear them more the material loosens up.
L
May 20, 2020
Verified Purchaser
Location
US
3
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
654,5,13-May-20,"IL, US",missmusician,Yes,0.700566477,Prefer not to say,"Comfortable and stylish!
 I'm a huge fan of Nike Blazer shoes and have been through two pairs of the low tops. To mix things up, I ordered the high tops and am absolutely in love! I was worried they might look clownish because of my larger feet (10.5), but I was surprised to find that they are comfortable and sleek. Can't wait to pair with cropped denim and long skirts.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
missmusician
May 13, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
655,4,28-Apr-20,"IL, US",Diyannadawn,Yes,0.727123807,Female,"Classic kicks
 High quality (but stiff) leather, and true to size. Be patient with these as far as breaking them in and lacing them according to your comfort. The leather around the ankle is pretty rigid at first, but the more you wear them the better this gets. They look great with literally everything...floral midi...sweat pants...etc.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Diyannadawn
Apr 28, 2020
Originally posted at Nordstrom
3
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
656,5,21-Jul-20,"IL, US",Bindi,Yes,0.404093804,Female,"Vintage Blazer mid
Perfect fit and fast delivery, amazing quality. Will buy more
Bindi
Jul 21, 2020
Originally posted at Hibbett Sports
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
657,5,21-Jul-20,"IL, US",Eggmma,Yes,0.256043324,Female,"Amazing shoes
These shoes are so comfortable and go with everything. They came so quickly too! Love them
Eggmma
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
658,4,21-Jul-20,"IL, US",everly,Yes,0.867282315,Female,"Nice!
 The shoes are very nice! The sizing chart is accurate and they look great. They are a little heavier than i expected, but all in all i really like them. My shoes were shipped out only a few hours after ordering and i received them days earlier than expected!
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
everly
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
659,5,18-Jul-20,"IL, US",Izzie96,Yes,0.981706971,Male,"The next most popular shoe ever
Super comfy stylish shoe! I feel like I can wear them with literally anything.
Izzie96
Jul 18, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
660,5,15-Jul-20,"IL, US",xiomara,Yes,0.951731139,Male,"so cute
 I am a size 9 in women’s and bought the 7.5 fits perfect.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
xiomara
Jul 15, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
661,5,23-Jun-20,"CA, US",kyliem509497105,Yes,0.046660731,Female,"excellent shoe / read if considering purchase
it's stitching is very precise with a vintage look to it. upon receiving, it needs time to break in because it may be difficult to put your foot into the shoe and it's a bit tight around the ankle but it will become way more comfortable over time. do not be alarmed if it feels somewhat uncomfortable on the first wear, that's normal. the shoes match with pretty much every single outfit, a very… Read More
kyliem509497105
Jun 23, 2020
Location
CA, US
7
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
662,3,5-Jun-20,"IL, US",Guest,No,0.974378888,Female,"How comfortable was this product?:Average
The shoe is okay!
If you want to buy this shoe and have wide feet I would recommend going up a half size. Instead of a 6.5 I ended up getting a 7. You do have to unlace them a lot to get your foot in because they are a narrow, but I do love the look of the shoe.
Jun 5, 2020
Verified Purchaser
13
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
663,4,27-May-20,"WA, US",HazelKim,Yes,0.467157132,Female,"cute old school
These are definitely streetwear and you probably have to break these in. I'm not complaining as I stated, THESE ARE CUTE and worth the extra work. There is a break-in time needed and thats why I didn't rate these sneakers a perfect score. I would buy these again.
H
May 27, 2020
Verified Purchaser
Location
Seattle, WA, US
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
664,5,20-May-20,"OR, US",LoryGainsville,Yes,0.722644478,Male,"Love these sneakers
I love Nike because their shoes are always true to size. These sneakers fit me perfectly and I get many compliments. The only thing that bothered me at first was that the material was stiff around the ankle, but as you wear them more the material loosens up.
L
May 20, 2020
Verified Purchaser
Location
US
3
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
665,5,13-May-20,"IL, US",missmusician,Yes,0.237821404,Female,"Comfortable and stylish!
 I'm a huge fan of Nike Blazer shoes and have been through two pairs of the low tops. To mix things up, I ordered the high tops and am absolutely in love! I was worried they might look clownish because of my larger feet (10.5), but I was surprised to find that they are comfortable and sleek. Can't wait to pair with cropped denim and long skirts.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
missmusician
May 13, 2020
Originally posted at Nordstrom
1
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
666,4,28-Apr-20,"IL, US",Diyannadawn,Yes,0.324713367,Female,"Classic kicks
 High quality (but stiff) leather, and true to size. Be patient with these as far as breaking them in and lacing them according to your comfort. The leather around the ankle is pretty rigid at first, but the more you wear them the better this gets. They look great with literally everything...floral midi...sweat pants...etc.
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Diyannadawn
Apr 28, 2020
Originally posted at Nordstrom
3
1
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
667,5,21-Jul-20,"IL, US",Bindi,Yes,0.364711577,Female,"Vintage Blazer mid
Perfect fit and fast delivery, amazing quality. Will buy more
Bindi
Jul 21, 2020
Originally posted at Hibbett Sports
1
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
668,5,21-Jul-20,"IL, US",Eggmma,Yes,0.468539767,Female,"Amazing shoes
These shoes are so comfortable and go with everything. They came so quickly too! Love them
Eggmma
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,FALSE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
669,4,21-Jul-20,"IL, US",everly,Yes,0.81202476,Female,"Nice!
 The shoes are very nice! The sizing chart is accurate and they look great. They are a little heavier than i expected, but all in all i really like them. My shoes were shipped out only a few hours after ordering and i received them days earlier than expected!
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
everly
Jul 21, 2020
Originally posted at Hibbett Sports
0
0
Flag",,,,Nike Blazer Mid '77,TRUE,Women's Shoes,NBY,105,FALSE,63,105,FALSE,13365680,BEST_SELLER,OUT_OF_STOCK
